Start Date,1/14/2025 16:31:35
Length,198.00000,mm
Rate 1,0.60000,mm/min
Geometry,Circular
Diameter,8.65000,mm
Final length,1.00000,mm

Time,Extension,Load,Displacement (Strain 1),Strain 1
(sec),(mm),(N),(mm),
186.67980,3.43981,25921.24939,0.00000,0.00000
186.75080,3.44368,26050.66299,0.00000,0.00000
186.82180,3.44582,26183.43830,0.00000,0.00000
186.88580,3.44867,26294.08836,0.00000,0.00000
186.95280,3.45317,26420.33100,0.00000,0.00000
187.00000,3.45544,26507.22265,0.00000,0.00000
187.02280,3.45501,26553.47586,0.00000,0.00000
187.09380,3.45780,26673.87724,0.00000,0.00000
187.17280,3.46135,26803.06435,0.00000,0.00000
187.26580,3.46630,26928.49636,0.00000,0.00000
187.38680,3.47310,27038.06162,0.00000,0.00000
187.66180,3.48961,27174.24631,0.00000,0.00000
188.00000,3.51368,27242.52939,0.00000,0.00000
188.20280,3.52731,27296.36431,0.00000,0.00000
189.00000,3.59498,27349.40052,0.00000,0.00000
189.61180,3.65130,27418.54191,0.00000,0.00000
190.00000,3.68821,27480.95989,0.00000,0.00000
191.00000,3.78247,27364.89773,0.00000,0.00000
191.16480,3.79635,27298.49815,0.00000,0.00000
191.40980,3.82078,27181.92339,0.00000,0.00000
191.60580,3.83905,27056.00262,0.00000,0.00000
192.00000,3.87766,27065.06252,0.00000,0.00000
193.00000,3.96243,27086.48443,0.00000,0.00000
193.99980,4.03767,26926.36251,0.00000,0.00000
194.00000,4.03652,26925.62342,0.00000,0.00000
195.00000,4.09977,26868.48640,0.00000,0.00000
195.43680,4.12260,26801.46694,0.00000,0.00000
195.65780,4.13342,26685.20212,0.00000,0.00000
195.84680,4.13928,26564.24046,0.00000,0.00000
196.00000,4.14367,26473.08111,0.00000,0.00000
196.07880,4.14493,26432.35922,0.00000,0.00000
196.39380,4.15282,26299.17860,0.00000,0.00000
196.87380,4.15832,26181.53095,0.00000,0.00000
197.00000,4.15835,26148.68879,0.00000,0.00000
197.35380,4.16065,26066.23173,0.00000,0.00000
197.75480,4.15991,25932.97958,0.00000,0.00000
197.99999,4.15840,25829.70858,0.00000,0.00000
198.06479,4.16049,25804.92496,0.00000,0.00000
198.36279,4.15607,25678.80154,0.00000,0.00000
198.61579,4.15190,25557.17230,0.00000,0.00000
198.87279,4.15111,25418.77031,0.00000,0.00000
198.99999,4.15091,25367.74874,0.00000,0.00000
199.10879,4.14932,25303.08962,0.00000,0.00000
199.28179,4.14646,25182.21140,0.00000,0.00000
199.44979,4.14169,25056.61249,0.00000,0.00000
199.64179,4.14177,24927.79493,0.00000,0.00000
199.82179,4.13695,24809.24129,0.00000,0.00000
199.99999,4.13402,24676.63288,0.00000,0.00000
200.00579,4.13669,24676.94283,0.00000,0.00000
200.18979,4.13249,24553.44200,0.00000,0.00000
200.36879,4.12931,24428.99942,0.00000,0.00000
200.55979,4.12673,24309.92126,0.00000,0.00000
200.78179,4.12356,24181.16331,0.00000,0.00000
200.99999,4.12222,24064.73160,0.00000,0.00000
201.01479,4.12022,24061.72752,0.00000,0.00000
201.27479,4.11705,23927.27137,0.00000,0.00000
201.53579,4.11620,23805.86863,0.00000,0.00000
201.86179,4.11269,23686.02753,0.00000,0.00000
201.99999,4.11299,23640.25116,0.00000,0.00000
202.36679,4.11000,23557.23381,0.00000,0.00000
202.99999,4.10901,23508.22687,0.00000,0.00000
203.90979,4.11174,23664.82019,0.00000,0.00000
203.99999,4.11256,23710.58464,0.00000,0.00000
204.17479,4.11403,23794.61527,0.00000,0.00000
204.37979,4.11816,23920.28570,0.00000,0.00000
204.57779,4.11890,24050.16422,0.00000,0.00000
204.74579,4.12136,24170.99476,0.00000,0.00000
204.91179,4.12505,24302.70910,0.00000,0.00000
204.99999,4.12720,24364.44759,0.00000,0.00000
205.05779,4.12927,24419.33155,0.00000,0.00000
205.19979,4.13191,24550.95053,0.00000,0.00000
205.31679,4.13330,24665.26031,0.00000,0.00000
205.43479,4.13789,24796.76008,0.00000,0.00000
205.53779,4.13995,24922.72854,0.00000,0.00000
205.62779,4.14267,25034.91640,0.00000,0.00000
205.72779,4.14507,25172.29319,0.00000,0.00000
205.81579,4.14804,25305.56917,0.00000,0.00000
205.89679,4.15058,25424.24202,0.00000,0.00000
205.98079,4.15421,25551.68867,0.00000,0.00000
205.99999,4.15258,25582.45659,0.00000,0.00000
206.05879,4.15720,25677.28758,0.00000,0.00000
206.13179,4.15838,25797.20020,0.00000,0.00000
206.20379,4.16350,25924.83759,0.00000,0.00000
206.27879,4.16542,26052.39153,0.00000,0.00000
206.35179,4.16728,26174.06845,0.00000,0.00000
206.42679,4.17178,26297.90306,0.00000,0.00000
206.51979,4.17507,26427.51932,0.00000,0.00000
206.68179,4.18311,26543.31923,0.00000,0.00000
206.99999,4.20166,26576.78127,0.00000,0.00000
207.61479,4.23608,26667.89293,0.00000,0.00000
207.99999,4.26254,26634.71699,0.00000,0.00000
208.99999,4.34357,26786.60154,0.00000,0.00000
209.90179,4.42632,26551.28241,0.00000,0.00000
209.99999,4.43550,26436.67459,0.00000,0.00000
210.01479,4.43594,26432.44267,0.00000,0.00000
210.14779,4.44915,26310.03857,0.00000,0.00000
210.99999,4.52718,26195.74070,0.00000,0.00000
211.11279,4.53632,26179.76665,0.00000,0.00000
211.72579,4.59630,26298.45142,0.00000,0.00000
211.99999,4.61751,26300.14420,0.00000,0.00000
212.97379,4.69977,26176.65529,0.00000,0.00000
212.99999,4.70163,26160.35938,0.00000,0.00000
213.34979,4.72937,26066.37478,0.00000,0.00000
213.99999,4.77677,26113.21211,0.00000,0.00000
214.99999,4.83960,26077.02017,0.00000,0.00000
215.97979,4.87735,25940.77587,0.00000,0.00000
215.99999,4.87720,25931.83517,0.00000,0.00000
216.59179,4.89129,25805.75943,0.00000,0.00000
216.95379,4.89345,25693.61925,0.00000,0.00000
216.99999,4.89371,25669.82508,0.00000,0.00000
217.33479,4.89544,25563.83610,0.00000,0.00000
217.73179,4.89461,25432.46746,0.00000,0.00000
217.99999,4.89327,25310.62365,0.00000,0.00000
218.00179,4.89419,25309.57460,0.00000,0.00000
218.25279,4.89037,25181.56767,0.00000,0.00000
218.45779,4.88810,25060.90403,0.00000,0.00000
218.68079,4.88635,24919.79599,0.00000,0.00000
218.87079,4.88248,24806.02264,0.00000,0.00000
218.99999,4.88130,24720.59727,0.00000,0.00000
219.06479,4.87956,24685.93121,0.00000,0.00000
219.24379,4.87580,24559.43823,0.00000,0.00000
219.42179,4.87397,24426.84174,0.00000,0.00000
219.58079,4.87109,24311.12528,0.00000,0.00000
219.72479,4.86988,24179.76856,0.00000,0.00000
219.85979,4.86505,24057.62672,0.00000,0.00000
219.99379,4.86388,23936.31935,0.00000,0.00000
219.99999,4.86338,23918.60485,0.00000,0.00000
220.13279,4.86063,23811.01847,0.00000,0.00000
220.27979,4.85677,23681.74791,0.00000,0.00000
220.42279,4.85418,23557.41262,0.00000,0.00000
220.57579,4.85254,23426.85461,0.00000,0.00000
220.73079,4.84868,23307.04927,0.00000,0.00000
220.88079,4.84690,23181.02121,0.00000,0.00000
220.99999,4.84423,23087.23927,0.00000,0.00000
221.06379,4.84220,23053.52688,0.00000,0.00000
221.26879,4.84177,22930.93204,0.00000,0.00000
221.47779,4.83748,22806.87094,0.00000,0.00000
221.70979,4.83577,22678.66135,0.00000,0.00000
221.99079,4.83043,22555.60160,0.00000,0.00000
221.99999,4.83284,22553.76577,0.00000,0.00000
222.50679,4.82920,22435.22406,0.00000,0.00000
222.99999,4.82907,22382.31897,0.00000,0.00000
223.99999,4.82970,22527.48013,0.00000,0.00000
224.05679,4.83043,22552.21605,0.00000,0.00000
224.34279,4.83315,22667.21725,0.00000,0.00000
224.53879,4.83831,22798.14482,0.00000,0.00000
224.68879,4.83797,22921.41914,0.00000,0.00000
224.83179,4.83989,23046.95845,0.00000,0.00000
224.96779,4.84573,23175.01307,0.00000,0.00000
224.99999,4.84393,23212.62360,0.00000,0.00000
225.09579,4.84629,23299.62254,0.00000,0.00000
225.20879,4.85007,23421.16833,0.00000,0.00000
225.32479,4.85263,23563.52806,0.00000,0.00000
225.42879,4.85551,23677.27757,0.00000,0.00000
225.52879,4.85913,23799.20483,0.00000,0.00000
225.62279,4.86085,23922.70565,0.00000,0.00000
225.70779,4.86558,24046.33760,0.00000,0.00000
225.78379,4.86652,24173.46239,0.00000,0.00000
225.85679,4.87180,24302.81639,0.00000,0.00000
225.92679,4.87310,24425.56620,0.00000,0.00000
225.99279,4.87586,24539.27994,0.00000,0.00000
225.99999,4.87646,24555.28975,0.00000,0.00000
226.06779,4.87717,24670.36247,0.00000,0.00000
226.14279,4.88095,24802.24371,0.00000,0.00000
226.20679,4.88226,24919.55757,0.00000,0.00000
226.28479,4.88706,25054.45480,0.00000,0.00000
226.35779,4.88997,25182.84321,0.00000,0.00000
226.42379,4.89231,25303.29227,0.00000,0.00000
226.49479,4.89568,25437.54578,0.00000,0.00000
226.55879,4.89761,25547.88589,0.00000,0.00000
226.63179,4.90279,25665.99846,0.00000,0.00000
226.70779,4.90438,25810.42051,0.00000,0.00000
226.78179,4.90944,25925.27866,0.00000,0.00000
226.88279,4.91431,26039.08777,0.00000,0.00000
226.99999,4.92153,26125.47874,0.00000,0.00000
227.45079,4.94826,26168.42985,0.00000,0.00000
227.73679,4.96706,26296.99707,0.00000,0.00000
227.99999,4.99002,26406.09741,0.00000,0.00000
228.04679,4.99327,26427.16169,0.00000,0.00000
228.29679,5.01330,26558.70914,0.00000,0.00000
228.59279,5.03756,26675.31967,0.00000,0.00000
228.90879,5.06690,26794.36207,0.00000,0.00000
228.99999,5.07491,26828.82547,0.00000,0.00000
229.91079,5.15863,26914.70385,0.00000,0.00000
229.99999,5.16958,26928.63941,0.00000,0.00000
230.94679,5.26062,26805.81808,0.00000,0.00000
230.99999,5.26696,26780.52187,0.00000,0.00000
231.99999,5.36171,26811.01561,0.00000,0.00000
232.99999,5.44547,26724.48158,0.00000,0.00000
233.28679,5.46626,26680.56488,0.00000,0.00000
233.50579,5.48224,26549.74461,0.00000,0.00000
233.63579,5.49378,26427.76966,0.00000,0.00000
233.99999,5.51775,26337.46862,0.00000,0.00000
234.65579,5.55917,26541.70990,0.00000,0.00000
234.98279,5.57439,26669.22808,0.00000,0.00000
234.99999,5.57566,26676.47600,0.00000,0.00000
235.48379,5.59519,26795.73298,0.00000,0.00000
235.99999,5.60899,26890.40899,0.00000,0.00000
236.99999,5.61932,26691.86592,0.00000,0.00000
237.03979,5.61923,26679.21782,0.00000,0.00000
237.38779,5.61664,26554.23880,0.00000,0.00000
237.65579,5.61461,26431.14328,0.00000,0.00000
237.87079,5.61123,26312.27970,0.00000,0.00000
237.99999,5.61073,26220.90578,0.00000,0.00000
238.07279,5.61133,26183.71248,0.00000,0.00000
238.24079,5.60682,26057.98244,0.00000,0.00000
238.41079,5.60458,25929.05760,0.00000,0.00000
238.57279,5.60215,25811.00464,0.00000,0.00000
238.71979,5.59832,25692.03377,0.00000,0.00000
238.88279,5.59654,25549.06607,0.00000,0.00000
238.99999,5.59387,25457.25107,0.00000,0.00000
239.03779,5.59238,25429.77333,0.00000,0.00000
239.18779,5.59012,25304.49629,0.00000,0.00000
239.34079,5.58863,25182.08027,0.00000,0.00000
239.49979,5.58512,25055.39656,0.00000,0.00000
239.66979,5.58379,24927.53267,0.00000,0.00000
239.83879,5.57997,24804.28219,0.00000,0.00000
239.99999,5.57686,24691.97512,0.00000,0.00000
240.01079,5.57486,24687.18290,0.00000,0.00000
240.18079,5.57315,24552.47641,0.00000,0.00000
240.36879,5.57014,24431.40745,0.00000,0.00000
240.57179,5.56782,24309.94511,0.00000,0.00000
240.79479,5.56460,24177.22940,0.00000,0.00000
240.99999,5.56288,24070.87088,0.00000,0.00000
241.04079,5.56211,24052.36959,0.00000,0.00000
241.31979,5.55909,23929.17871,0.00000,0.00000
241.83279,5.55441,23813.92717,0.00000,0.00000
241.99999,5.55633,23801.73206,0.00000,0.00000
242.99999,5.55567,23834.00202,0.00000,0.00000
243.35079,5.55824,23928.09391,0.00000,0.00000
243.57779,5.56179,24053.46632,0.00000,0.00000
243.74679,5.56504,24170.63713,0.00000,0.00000
243.92479,5.56819,24304.81911,0.00000,0.00000
243.99999,5.56736,24356.87780,0.00000,0.00000
244.08579,5.56861,24425.84038,0.00000,0.00000
244.22079,5.57309,24547.33849,0.00000,0.00000
244.33379,5.57458,24679.81577,0.00000,0.00000
244.44279,5.57745,24790.77578,0.00000,0.00000
244.55479,5.58177,24922.84775,0.00000,0.00000
244.66779,5.58477,25056.11181,0.00000,0.00000
244.76779,5.58698,25168.90764,0.00000,0.00000
244.87179,5.58961,25301.93329,0.00000,0.00000
244.96379,5.59390,25421.47636,0.00000,0.00000
244.99999,5.59360,25476.20535,0.00000,0.00000
245.05879,5.59385,25555.12190,0.00000,0.00000
245.14979,5.59919,25684.05867,0.00000,0.00000
245.23479,5.60028,25792.05036,0.00000,0.00000
245.32779,5.60358,25928.69997,0.00000,0.00000
245.41279,5.60514,26052.86837,0.00000,0.00000
245.49779,5.60941,26171.95845,0.00000,0.00000
245.58679,5.61232,26303.02906,0.00000,0.00000
245.66879,5.61648,26422.72711,0.00000,0.00000
245.75779,5.61871,26548.79093,0.00000,0.00000
245.84179,5.62158,26675.93956,0.00000,0.00000
245.92979,5.62514,26803.46966,0.00000,0.00000
245.99999,5.62646,26892.31634,0.00000,0.00000
246.02379,5.62949,26919.90137,0.00000,0.00000
246.13079,5.63414,27049.29113,0.00000,0.00000
246.25179,5.63931,27180.27830,0.00000,0.00000
246.40679,5.64524,27303.61223,0.00000,0.00000
246.68679,5.66115,27421.39101,0.00000,0.00000
246.99999,5.67860,27505.46932,0.00000,0.00000
247.15679,5.68777,27545.53556,0.00000,0.00000
247.67579,5.72492,27670.20464,0.00000,0.00000
247.99999,5.74974,27739.95399,0.00000,0.00000
248.35279,5.77710,27796.23270,0.00000,0.00000
248.99999,5.82958,27895.27178,0.00000,0.00000
249.21579,5.84877,27913.49888,0.00000,0.00000
249.99999,5.91600,28010.23722,0.00000,0.00000
250.26079,5.93858,28037.46462,0.00000,0.00000
250.99999,6.00312,28119.86208,0.00000,0.00000
251.64679,6.05788,28171.71812,0.00000,0.00000
251.99999,6.08748,28195.34540,0.00000,0.00000
252.99999,6.16405,28262.54368,0.00000,0.00000
253.93279,6.22801,28287.02927,0.00000,0.00000
253.99999,6.23055,28290.41481,0.00000,0.00000
254.99999,6.28300,28308.29620,0.00000,0.00000
255.99999,6.32203,28239.28595,0.00000,0.00000
256.26579,6.32756,28180.27735,0.00000,0.00000
256.81079,6.33627,28055.53675,0.00000,0.00000
256.99999,6.33605,28026.58081,0.00000,0.00000
257.58979,6.33971,27938.56859,0.00000,0.00000
257.99999,6.34181,27821.48123,0.00000,0.00000
258.05279,6.33972,27806.42509,0.00000,0.00000
258.38579,6.33977,27685.17733,0.00000,0.00000
258.66979,6.33820,27559.22079,0.00000,0.00000
258.93879,6.33354,27435.00471,0.00000,0.00000
258.99999,6.33369,27404.05798,0.00000,0.00000
259.20979,6.33165,27304.51822,0.00000,0.00000
259.45179,6.32985,27180.26638,0.00000,0.00000
259.70779,6.32699,27055.51386,0.00000,0.00000
259.94879,6.32473,26937.03175,0.00000,0.00000
259.99999,6.32313,26896.07143,0.00000,0.00000
260.18179,6.32116,26809.87120,0.00000,0.00000
260.43379,6.31700,26675.90380,0.00000,0.00000
260.68079,6.31485,26552.41489,0.00000,0.00000
260.94279,6.31331,26433.38442,0.00000,0.00000
260.99999,6.31155,26408.55312,0.00000,0.00000
261.24179,6.30827,26305.17483,0.00000,0.00000
261.69079,6.30789,26187.34837,0.00000,0.00000
261.99999,6.30621,26132.70283,0.00000,0.00000
262.99999,6.30622,26106.44102,0.00000,0.00000
263.82079,6.30981,26302.11115,0.00000,0.00000
263.99999,6.31166,26366.05501,0.00000,0.00000
264.11979,6.31262,26426.12457,0.00000,0.00000
264.33679,6.31489,26549.81613,0.00000,0.00000
264.54379,6.31882,26677.54889,0.00000,0.00000
264.71279,6.32077,26800.91858,0.00000,0.00000
264.88179,6.32464,26919.31725,0.00000,0.00000
264.99999,6.32586,27021.69418,0.00000,0.00000
265.02979,6.32696,27049.43419,0.00000,0.00000
265.15379,6.32982,27168.34545,0.00000,0.00000
265.28179,6.33224,27296.34047,0.00000,0.00000
265.40079,6.33582,27426.48125,0.00000,0.00000
265.51879,6.34040,27548.01512,0.00000,0.00000
265.62879,6.34256,27676.45121,0.00000,0.00000
265.73679,6.34547,27806.38933,0.00000,0.00000
265.84379,6.35081,27923.19059,0.00000,0.00000
265.97379,6.35352,28042.81712,0.00000,0.00000
265.99999,6.35513,28072.24989,0.00000,0.00000
266.11479,6.35865,28173.43473,0.00000,0.00000
266.28679,6.36497,28302.45495,0.00000,0.00000
266.52479,6.37639,28416.57400,0.00000,0.00000
266.99999,6.40107,28540.17019,0.00000,0.00000
267.04079,6.40511,28546.70286,0.00000,0.00000
267.99999,6.46518,28656.75688,0.00000,0.00000
268.11479,6.47379,28670.17984,0.00000,0.00000
268.99999,6.54176,28755.72443,0.00000,0.00000
269.46979,6.58180,28800.21334,0.00000,0.00000
269.99999,6.62929,28850.42429,0.00000,0.00000
270.99999,6.72055,28914.34431,0.00000,0.00000
271.00779,6.72038,28917.55104,0.00000,0.00000
271.99999,6.80629,28988.99317,0.00000,0.00000
272.68779,6.86377,29046.83352,0.00000,0.00000
272.99999,6.88664,29060.20880,0.00000,0.00000
273.99999,6.96253,29092.08536,0.00000,0.00000
274.99999,7.02408,29116.59479,0.00000,0.00000
275.99999,7.07152,29034.06620,0.00000,0.00000
276.99999,7.09456,28929.87728,0.00000,0.00000
277.01979,7.09534,28929.51965,0.00000,0.00000
277.53279,7.09818,28807.21092,0.00000,0.00000
277.92379,7.10186,28675.92573,0.00000,0.00000
277.99999,7.10019,28651.58319,0.00000,0.00000
278.28479,7.10248,28554.78525,0.00000,0.00000
278.65679,7.09879,28436.12432,0.00000,0.00000
278.97079,7.09700,28306.60343,0.00000,0.00000
278.99999,7.09739,28294.02685,0.00000,0.00000
279.26679,7.09310,28180.00317,0.00000,0.00000
279.51979,7.09205,28059.02958,0.00000,0.00000
279.73279,7.08906,27928.17354,0.00000,0.00000
279.92179,7.08650,27806.83041,0.00000,0.00000
279.99999,7.08472,27758.93211,0.00000,0.00000
280.14179,7.08373,27679.21686,0.00000,0.00000
280.35179,7.08094,27554.82197,0.00000,0.00000
280.55879,7.07971,27423.93017,0.00000,0.00000
280.78879,7.07469,27309.01241,0.00000,0.00000
280.99999,7.07316,27188.51566,0.00000,0.00000
281.01379,7.07269,27188.49182,0.00000,0.00000
281.29679,7.06943,27055.34697,0.00000,0.00000
281.63379,7.06663,26926.73206,0.00000,0.00000
281.99679,7.06480,26805.50814,0.00000,0.00000
281.99999,7.06356,26804.95977,0.00000,0.00000
282.45679,7.06154,26686.34653,0.00000,0.00000
282.99999,7.06080,26618.48068,0.00000,0.00000
283.99999,7.06028,26658.42772,0.00000,0.00000
284.39579,7.06322,26791.65602,0.00000,0.00000
284.66279,7.06602,26917.05227,0.00000,0.00000
284.89779,7.07107,27052.04487,0.00000,0.00000
284.99999,7.07291,27117.43116,0.00000,0.00000
285.09979,7.07377,27178.34711,0.00000,0.00000
285.28079,7.07546,27302.19364,0.00000,0.00000
285.44779,7.07855,27433.20465,0.00000,0.00000
285.59679,7.08134,27549.95823,0.00000,0.00000
285.73179,7.08396,27675.64058,0.00000,0.00000
285.85979,7.08722,27798.30694,0.00000,0.00000
285.97279,7.08992,27915.74001,0.00000,0.00000
285.99999,7.09126,27946.93708,0.00000,0.00000
286.08979,7.09245,28053.05719,0.00000,0.00000
286.19379,7.09634,28174.09039,0.00000,0.00000
286.30279,7.10010,28305.25637,0.00000,0.00000
286.40279,7.10376,28421.06819,0.00000,0.00000
286.50279,7.10602,28548.07377,0.00000,0.00000
286.59679,7.10812,28669.71493,0.00000,0.00000
286.71779,7.11512,28797.90068,0.00000,0.00000
286.84879,7.11754,28922.72472,0.00000,0.00000
286.99999,7.12557,29046.34476,0.00000,0.00000
287.00879,7.12582,29050.31443,0.00000,0.00000
287.26279,7.13600,29168.20049,0.00000,0.00000
287.70679,7.15826,29288.35154,0.00000,0.00000
287.99999,7.17583,29339.38503,0.00000,0.00000
288.69579,7.22228,29415.08293,0.00000,0.00000
288.99999,7.24126,29442.79909,0.00000,0.00000
289.99999,7.32148,29530.47752,0.00000,0.00000
290.09779,7.32992,29547.36948,0.00000,0.00000
290.99999,7.41262,29617.75064,0.00000,0.00000
291.71179,7.47744,29658.22220,0.00000,0.00000
291.99999,7.50299,29686.26022,0.00000,0.00000
292.99999,7.59203,29747.50996,0.00000,0.00000
293.99999,7.67617,29792.61875,0.00000,0.00000
294.14679,7.68890,29798.55537,0.00000,0.00000
294.99999,7.74851,29814.13603,0.00000,0.00000
295.99999,7.80650,29797.18447,0.00000,0.00000
296.99999,7.84692,29730.36766,0.00000,0.00000
297.28079,7.85325,29687.11853,0.00000,0.00000
297.86579,7.86397,29562.54482,0.00000,0.00000
297.99999,7.86255,29532.50408,0.00000,0.00000
298.37379,7.86878,29427.59991,0.00000,0.00000
298.76879,7.86693,29302.82354,0.00000,0.00000
298.99999,7.86663,29237.67567,0.00000,0.00000
299.16379,7.86695,29183.94804,0.00000,0.00000
299.39679,7.86448,29060.75716,0.00000,0.00000
299.58579,7.86249,28932.83367,0.00000,0.00000
299.76079,7.85918,28809.40437,0.00000,0.00000
299.95079,7.85782,28679.19207,0.00000,0.00000
299.99999,7.85586,28648.01884,0.00000,0.00000
300.13979,7.85550,28558.23040,0.00000,0.00000
300.31579,7.85151,28432.67918,0.00000,0.00000
300.51379,7.84883,28297.88923,0.00000,0.00000
300.71279,7.84670,28188.57431,0.00000,0.00000
300.92079,7.84341,28054.45194,0.00000,0.00000
300.99999,7.84253,28004.39596,0.00000,0.00000
301.12079,7.83991,27935.17113,0.00000,0.00000
301.31179,7.83671,27809.20267,0.00000,0.00000
301.50879,7.83626,27684.39054,0.00000,0.00000
301.72979,7.83286,27548.82574,0.00000,0.00000
301.94879,7.82969,27435.37426,0.00000,0.00000
301.99999,7.82885,27399.01543,0.00000,0.00000
302.20279,7.82695,27294.63577,0.00000,0.00000
302.46979,7.82307,27180.50480,0.00000,0.00000
302.86279,7.82076,27056.28872,0.00000,0.00000
302.99999,7.81975,27015.51914,0.00000,0.00000
303.35079,7.81728,26934.14688,0.00000,0.00000
303.99999,7.81568,26868.71290,0.00000,0.00000
304.99999,7.81760,26971.42363,0.00000,0.00000
305.20879,7.82144,27044.18898,0.00000,0.00000
305.47479,7.82309,27173.84100,0.00000,0.00000
305.66979,7.82729,27295.37487,0.00000,0.00000
305.86179,7.82838,27422.80960,0.00000,0.00000
305.99999,7.82943,27519.58370,0.00000,0.00000
306.03879,7.83334,27539.63470,0.00000,0.00000
306.20179,7.83606,27670.88413,0.00000,0.00000
306.33179,7.83699,27795.50552,0.00000,0.00000
306.45379,7.84038,27921.87929,0.00000,0.00000
306.56479,7.84263,28053.33138,0.00000,0.00000
306.66379,7.84482,28165.09008,0.00000,0.00000
306.76879,7.84826,28292.36984,0.00000,0.00000
306.86679,7.85184,28412.17518,0.00000,0.00000
306.96679,7.85366,28553.76005,0.00000,0.00000
306.99999,7.85498,28594.19584,0.00000,0.00000
307.06279,7.85801,28675.62771,0.00000,0.00000
307.15179,7.86120,28798.69938,0.00000,0.00000
307.24079,7.86479,28919.74449,0.00000,0.00000
307.33279,7.86781,29040.69424,0.00000,0.00000
307.42379,7.87181,29166.63885,0.00000,0.00000
307.52279,7.87433,29300.33207,0.00000,0.00000
307.62779,7.87931,29422.25933,0.00000,0.00000
307.74079,7.88305,29550.40932,0.00000,0.00000
307.88279,7.88855,29676.60427,0.00000,0.00000
307.99999,7.89506,29767.68017,0.00000,0.00000
308.06079,7.89670,29801.01109,0.00000,0.00000
308.32079,7.91161,29917.65738,0.00000,0.00000
308.97479,7.94891,30045.24708,0.00000,0.00000
308.99999,7.94882,30057.44219,0.00000,0.00000
309.99999,8.02346,30143.80932,0.00000,0.00000
310.18179,8.03838,30165.37428,0.00000,0.00000
310.99999,8.11400,30243.63518,0.00000,0.00000
311.97679,8.20364,30296.50450,0.00000,0.00000
311.99999,8.20476,30293.86997,0.00000,0.00000
312.99999,8.29923,30353.95145,0.00000,0.00000
313.99999,8.38653,30400.01392,0.00000,0.00000
314.80779,8.44978,30418.67018,0.00000,0.00000
314.99999,8.46417,30414.79588,0.00000,0.00000
315.99999,8.52998,30414.58130,0.00000,0.00000
316.99999,8.57477,30326.36642,0.00000,0.00000
317.18979,8.57766,30306.86378,0.00000,0.00000
317.99999,8.60000,30207.30019,0.00000,0.00000
318.17179,8.60147,30186.64122,0.00000,0.00000
318.76079,8.60699,30051.73206,0.00000,0.00000
318.99999,8.60907,29995.88251,0.00000,0.00000
319.25179,8.60883,29925.17948,0.00000,0.00000
319.61179,8.60921,29804.57544,0.00000,0.00000
319.93379,8.60769,29684.63898,0.00000,0.00000
319.99999,8.60562,29655.31349,0.00000,0.00000
320.23379,8.60313,29553.15113,0.00000,0.00000
320.52479,8.60286,29422.10436,0.00000,0.00000
320.77779,8.60181,29296.86308,0.00000,0.00000
320.99999,8.59692,29188.07268,0.00000,0.00000
321.00879,8.59900,29176.99814,0.00000,0.00000
321.24179,8.59383,29052.67477,0.00000,0.00000
321.47579,8.59292,28932.47604,0.00000,0.00000
321.72679,8.58983,28801.54848,0.00000,0.00000
321.96379,8.58554,28676.33104,0.00000,0.00000
321.99999,8.58580,28653.09715,0.00000,0.00000
322.20379,8.58256,28550.11225,0.00000,0.00000
322.49579,8.58144,28434.39579,0.00000,0.00000
322.80579,8.57843,28311.00225,0.00000,0.00000
322.99999,8.57567,28243.42251,0.00000,0.00000
323.20179,8.57271,28176.23615,0.00000,0.00000
323.69679,8.57273,28065.49072,0.00000,0.00000
323.99999,8.57048,28019.20176,0.00000,0.00000
324.99999,8.57345,28043.49661,0.00000,0.00000
325.30179,8.57641,28175.78316,0.00000,0.00000
325.57979,8.57891,28300.10653,0.00000,0.00000
325.81479,8.58156,28421.08011,0.00000,0.00000
325.99999,8.58247,28538.42974,0.00000,0.00000
326.02279,8.58449,28554.11768,0.00000,0.00000
326.19579,8.58685,28676.78404,0.00000,0.00000
326.34779,8.58902,28794.43169,0.00000,0.00000
326.51279,8.59175,28929.51965,0.00000,0.00000
326.65379,8.59506,29045.76063,0.00000,0.00000
326.77879,8.59846,29172.59932,0.00000,0.00000
326.91179,8.60162,29289.16216,0.00000,0.00000
326.99999,8.60319,29383.57592,0.00000,0.00000
327.03679,8.60414,29422.14012,0.00000,0.00000
327.16379,8.60779,29543.78128,0.00000,0.00000
327.29879,8.61098,29682.36208,0.00000,0.00000
327.42779,8.61478,29803.21646,0.00000,0.00000
327.56479,8.61749,29931.50949,0.00000,0.00000
327.70379,8.62253,30053.15065,0.00000,0.00000
327.85679,8.62874,30169.23666,0.00000,0.00000
327.99999,8.63405,30260.08606,0.00000,0.00000
328.06079,8.63684,30295.53890,0.00000,0.00000
328.33779,8.64839,30417.52577,0.00000,0.00000
328.78079,8.66873,30549.44277,0.00000,0.00000
328.99999,8.68052,30585.18171,0.00000,0.00000
329.77379,8.72793,30671.57269,0.00000,0.00000
329.99999,8.74480,30696.77353,0.00000,0.00000
330.99999,8.82300,30769.24086,0.00000,0.00000
331.48379,8.86458,30792.23633,0.00000,0.00000
331.99999,8.91010,30828.78590,0.00000,0.00000
332.99999,8.99780,30886.88850,0.00000,0.00000
333.99999,9.08352,30914.35432,0.00000,0.00000
334.08779,9.09097,30924.23677,0.00000,0.00000
